Division,Line,Station Name,Entrance Type,Vending,Staffing,Entrance Latitude,Entrance Longitude
IND,8 Avenue,West 4th St,Stair,YES,FULL,40.731091,-74.001127
IND,8 Avenue,West 4th St,Stair,YES,NONE,40.733067,-73.999728
IND,8 Avenue,West 4th St,Stair,YES,NONE,40.733259,-73.999615
IND,8 Avenue,West 4th St,Stair,YES,NONE,40.733072,-74.000192
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.713333,-74.009033
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.712681,-74.009891
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.713286,-74.009511
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.713036,-74.009245
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.713435,-74.009292
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.711793,-74.010165
BMT,Brighton,Church Av,Door,YES,NONE,40.651482,-73.962732
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.71171,-74.010204
IND,8 Avenue,World Trade Center,Stair,YES,FULL,40.712258,-74.010306
IND,Archer Av,Jamaica-Van Wyck,Elevator,YES,FULL,40.701263,-73.816372
IND,Archer Av,Jamaica-Van Wyck,Stair,YES,FULL,40.702731,-73.81727
IND,Archer Av,Jamaica-Van Wyck,Stair,YES,FULL,40.701241,-73.816577
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Elevator,YES,FULL,40.702353,-73.799784
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Escalator,YES,FULL,40.701855,-73.80174
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Escalator,YES,FULL,40.702821,-73.799843
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Escalator,YES,FULL,40.702311,-73.799991
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,FULL,40.701886,-73.801754
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,FULL,40.702674,-73.799786
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,FULL,40.702324,-73.80001
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,NONE,40.702234,-73.801859
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,NONE,40.701874,-73.801747
IND,Archer Av,Parsons Blvd-Archer Av - Jamaica Center,Stair,YES,NONE,40.70164,-73.802478
IND,Archer Av,Sutphin Blvd-Archer Av - JFK,Stair,YES,FULL,40.700401,-73.807976
IND,Archer Av,Sutphin Blvd-Archer Av - JFK,Stair,YES,FULL,40.70081,-73.807923
IND,Archer Av,Sutphin Blvd-Archer Av - JFK,Stair,YES,FULL,40.700554,-73.807353
IND,Archer Av,Sutphin Blvd-Archer Av - JFK,Stair,YES,FULL,40.700872,-73.807673
BMT,Astoria,30 Av-Grand Av,Stair,YES,FULL,40.766787,-73.921629
BMT,Astoria,30 Av-Grand Av,Stair,YES,FULL,40.7667,-73.921406
BMT,Astoria,30 Av-Grand Av,Stair,YES,FULL,40.767052,-73.921409
BMT,Astoria,30 Av-Grand Av,Stair,YES,FULL,40.766963,-73.921192
BMT,Astoria,36 Av-Washington Av,Stair,YES,FULL,40.756478,-73.929993
BMT,Astoria,36 Av-Washington Av,Stair,YES,FULL,40.756379,-73.929766
BMT,Astoria,36 Av-Washington Av,Stair,YES,FULL,40.756796,-73.92974
BMT,Astoria,39 Av-Beebe Av,Stair,YES,FULL,40.752901,-73.932903
BMT,Astoria,39 Av-Beebe Av,Stair,YES,FULL,40.752491,-73.932936
BMT,Astoria,Astoria Blvd-Hoyt Av,Stair,YES,FULL,40.770313,-73.917978
BMT,Astoria,Astoria Blvd-Hoyt Av,Stair,YES,FULL,40.77017,-73.917755
BMT,Astoria,Astoria Blvd-Hoyt Av,Stair,YES,FULL,40.771009,-73.917167
BMT,Astoria,Astoria Blvd-Hoyt Av,Stair,YES,FULL,40.77087,-73.916935
BMT,Astoria,Broadway,Stair,YES,FULL,40.76188,-73.925638
BMT,Astoria,Broadway,Stair,YES,FULL,40.761773,-73.925399
BMT,Astoria,Broadway,Stair,YES,FULL,40.762217,-73.925349
BMT,Astoria,Ditmars Blvd,Stair,YES,FULL,40.775149,-73.912074
BMT,Astoria,Ditmars Blvd,Stair,YES,FULL,40.77481,-73.912151
BMT,Astoria,Ditmars Blvd,Stair,YES,FULL,40.775025,-73.911891
BMT,Astoria,Ditmars Blvd,Stair,YES,FULL,40.774938,-73.912337
BMT,Brighton,7th Av,Stair,YES,FULL,40.677365,-73.972788
BMT,Brighton,7th Av,Stair,YES,FULL,40.677324,-73.972212
BMT,Brighton,Atlantic Av,Easement,YES,NONE,40.685222,-73.977628
BMT,Brighton,Av H,Door,YES,FULL,40.62993,-73.961477
BMT,Brighton,Av H,Stair,NO,NONE,40.629884,-73.961882
BMT,Brighton,Av J,Door,YES,FULL,40.62513,-73.960792
BMT,Brighton,Av J,Stair,NO,NONE,40.625307,-73.960969
BMT,Brighton,Av J,Stair,NO,NONE,40.625363,-73.960654
BMT,Brighton,Av M,Door,YES,FULL,40.617928,-73.959454
BMT,Brighton,Av M,Door,NO,NONE,40.61814,-73.95946
BMT,Brighton,Av U,Door,YES,FULL,40.598991,-73.955828
BMT,Brighton,Beverly Rd,Door,YES,FULL,40.644272,-73.964528
BMT,Brighton,Brighton Beach,Escalator,YES,FULL,40.577986,-73.960258
BMT,Brighton,Brighton Beach,Stair,YES,FULL,40.577931,-73.960524
BMT,Brighton,Brighton Beach,Stair,YES,FULL,40.577746,-73.960231
BMT,Brighton,Brighton Beach,Stair,YES,FULL,40.577697,-73.960438
BMT,Brighton,Brighton Beach,Stair,YES,NONE,40.577618,-73.961994
BMT,Brighton,Brighton Beach,Stair,YES,NONE,40.577656,-73.961792
BMT,Brighton,Brighton Beach,Stair,YES,NONE,40.577387,-73.961912
BMT,Brighton,Brighton Beach,Stair,YES,NONE,40.577425,-73.961719
BMT,Brighton,Church Av,Door,YES,FULL,40.649427,-73.963356
BMT,Brighton,Cortelyou Rd,Door,YES,FULL,40.641314,-73.963996
BMT,Brighton,Kings Highway,Door,YES,FULL,40.608835,-73.957769
BMT,Brighton,Kings Highway,Door,YES,NONE,40.609062,-73.957808
BMT,Brighton,Kings Highway,Door,YES,PART,40.608319,-73.957352
BMT,Brighton,Neck Rd,Door,YES,FULL,40.59502,-73.95512
BMT,Brighton,Newkirk Av,Door,YES,FULL,40.635034,-73.962736
BMT,Brighton,Ocean Parkway,Stair,YES,FULL,40.576423,-73.967894
BMT,Brighton,Ocean Parkway,Stair,YES,FULL,40.576445,-73.967591
BMT,Brighton,Ocean Parkway,Stair,YES,FULL,40.576209,-73.967875
BMT,Brighton,Ocean Parkway,Stair,YES,FULL,40.576234,-73.967561
BMT,Brighton,Ocean Parkway,Stair,YES,NONE,40.576507,-73.969445
BMT,Brighton,Ocean Parkway,Stair,YES,NONE,40.576487,-73.969243
BMT,Brighton,Parkside Av,Door,YES,FULL,40.655221,-73.961516
BMT,Brighton,Parkside Av,Stair,NO,NONE,40.654251,-73.961909
BMT,Brighton,Prospect Park,Door,YES,FULL,40.660792,-73.962109
BMT,Brighton,Prospect Park,Stair,YES,NONE,40.662482,-73.962285
BMT,Brighton,Prospect Park,Stair,YES,NONE,40.662727,-73.962249
BMT,Brighton,Sheepshead Bay,Door,YES,FULL,40.587302,-73.954224
BMT,Brighton,Sheepshead Bay,Door,YES,NONE,40.585734,-73.954371
BMT,Brighton,Stillwell Av,Stair,YES,NONE,40.576241,-73.981077
BMT,Brighton,West 8th St,Ramp,NO,NONE,40.575752,-73.97674
BMT,Brighton,West 8th St,Stair,YES,NONE,40.576464,-73.974862
BMT,Broadway,23rd St,Stair,YES,FULL,40.74108,-73.989083
BMT,Broadway,23rd St,Stair,YES,FULL,40.741111,-73.98892
BMT,Broadway,23rd St,Stair,YES,FULL,40.741378,-73.988895
BMT,Broadway,23rd St,Stair,YES,FULL,40.741539,-73.988989
BMT,Broadway,23rd St,Stair,NO,NONE,40.740643,-73.989217
BMT,Broadway,23rd St,Stair,YES,NONE,40.741208,-73.989639
BMT,Broadway,23rd St,Stair,YES,NONE,40.741913,-73.989428
BMT,Broadway,23rd St,Stair,NO,NONE,40.740758,-73.989632
BMT,Broadway,28th St,Stair,YES,FULL,40.745089,-73.988472
BMT,Broadway,28th St,Stair,YES,FULL,40.745299,-73.988579
BMT,Broadway,28th St,Stair,YES,NONE,40.745281,-73.988923
BMT,Broadway,28th St,Stair,YES,NONE,40.745488,-73.98901
BMT,Broadway,34th St,Stair,YES,NONE,40.74959,-73.98762
BMT,Broadway,34th St,Stair,YES,NONE,40.749891,-73.987495
BMT,Broadway,34th St,Stair,YES,NONE,40.748294,-73.987976
BMT,Broadway,34th St,Stair,YES,NONE,40.748477,-73.988288
BMT,Broadway,49th St,Stair,YES,FULL,40.760486,-73.983974
BMT,Broadway,49th St,Stair,YES,FULL,40.760621,-73.983904
BMT,Broadway,49th St,Easement,YES,NONE,40.760454,-73.983388
BMT,Broadway,49th St,Easement,YES,NONE,40.75903,-73.984412
BMT,Broadway,49th St,Easement,YES,NONE,40.759513,-73.984884
BMT,Broadway,49th St,Easement,YES,NONE,40.759384,-73.984709
BMT,Broadway,49th St,Stair,YES,NONE,40.760297,-73.983567
BMT,Broadway,57th St,Stair,YES,FULL,40.765365,-73.980341
BMT,Broadway,57th St,Stair,YES,FULL,40.765298,-73.980033
BMT,Broadway,57th St,Stair,YES,FULL,40.765796,-73.980012
BMT,Broadway,57th St,Stair,YES,FULL,40.765639,-73.979764
BMT,Broadway,57th St,Stair,YES,NONE,40.764258,-73.981278
BMT,Broadway,57th St,Stair,YES,NONE,40.764057,-73.980803
BMT,Broadway,57th St,Stair,YES,NONE,40.764377,-73.981167
BMT,Broadway,57th St,Stair,YES,NONE,40.764179,-73.980683
BMT,Broadway,5th Av,Stair,YES,FULL,40.765156,-73.972501
BMT,Broadway,5th Av,Stair,YES,FULL,40.764728,-73.972396
BMT,Broadway,5th Av,Stair,YES,FULL,40.764849,-73.972306
BMT,Broadway,5th Av,Stair,YES,FULL,40.764657,-73.972229
BMT,Broadway,5th Av,Easement,YES,NONE,40.764599,-73.974228
BMT,Broadway,5th Av,Stair,YES,NONE,40.764935,-73.974191
BMT,Broadway,5th Av,Stair,YES,NONE,40.764859,-73.973998
BMT,Broadway,8th St,Stair,YES,FULL,40.730477,-73.992286
BMT,Broadway,8th St,Stair,YES,FULL,40.730578,-73.992216
BMT,Broadway,8th St,Stair,NO,NONE,40.729678,-73.993051
BMT,Broadway,8th St,Stair,YES,NONE,40.730642,-73.992737
BMT,Broadway,8th St,Stair,YES,NONE,40.730592,-73.99262
BMT,Broadway,8th St,Stair,YES,NONE,40.730716,-73.992517
BMT,Broadway,8th St,Stair,YES,NONE,40.730773,-73.992641
BMT,Broadway,8th St,Stair,NO,NONE,40.729778,-73.993262
BMT,Broadway,Canal St (UL),Stair,YES,NONE,40.719585,-74.00193
BMT,Broadway,Canal St (UL),Stair,YES,NONE,40.71966,-74.002019
BMT,Broadway,Canal St (UL),Stair,YES,NONE,40.719408,-74.002158
BMT,Broadway,Canal St (UL),Stair,YES,NONE,40.71946,-74.002236
BMT,Broadway,Canal St (UL),Stair,YES,PART,40.719498,-74.001606
BMT,Broadway,Canal St (UL),Stair,YES,PART,40.719218,-74.00185
BMT,Broadway,Canal St (UL),Stair,YES,PART,40.719166,-74.001774
BMT,Broadway,City Hall,Stair,YES,FULL,40.71311,-74.007045
BMT,Broadway,City Hall,Stair,YES,FULL,40.713437,-74.00676
BMT,Broadway,City Hall,Stair,YES,FULL,40.713521,-74.006697
BMT,Broadway,Cortlandt St,Stair,NO,FULL,40.710871,-74.010767
BMT,Broadway,Cortlandt St,Stair,NO,FULL,40.711065,-74.010644
BMT,Broadway,Cortlandt St,Easement,YES,NONE,40.710201,-74.011198
BMT,Broadway,Cortlandt St,Stair,YES,NONE,40.710435,-74.011066
BMT,Broadway,Court St,Stair,YES,NONE,40.694416,-73.992619
BMT,Broadway,Court St,Stair,YES,NONE,40.694232,-73.992635
BMT,Broadway,Court St,Stair,YES,NONE,40.694475,-73.99283
BMT,Broadway,Lawrence St,Stair,YES,FULL,40.692114,-73.986107
BMT,Broadway,Lawrence St,Stair,YES,FULL,40.692258,-73.986114
BMT,Broadway,Lawrence St,Stair,YES,FULL,40.692052,-73.986191
BMT,Broadway,Lawrence St,Stair,YES,FULL,40.692359,-73.986181
BMT,Broadway,Lawrence St,Stair,YES,NONE,40.69198,-73.98519
BMT,Broadway,Lawrence St,Stair,YES,NONE,40.692315,-73.985172
BMT,Broadway,Lawrence St,Stair,YES,NONE,40.692031,-73.985395
BMT,Broadway,Lexington Av,Stair,YES,NONE,40.762092,-73.96634
BMT,Broadway,Lexington Av,Stair,YES,NONE,40.762353,-73.966155
BMT,Broadway,Lexington Av,Stair,YES,NONE,40.761996,-73.966105
BMT,Broadway,Lexington Av,Stair,YES,NONE,40.762255,-73.965918
BMT,Broadway,Prince St,Stair,YES,FULL,40.724124,-73.997686
BMT,Broadway,Prince St,Stair,YES,FULL,40.72422,-73.997633
BMT,Broadway,Prince St,Stair,YES,NONE,40.72426,-73.997957
BMT,Broadway,Prince St,Stair,YES,NONE,40.724344,-73.997875
BMT,Broadway,Rector St,Stair,YES,FULL,40.707647,-74.012924
BMT,Broadway,Rector St,Stair,YES,FULL,40.707902,-74.012774
BMT,Broadway,Rector St,Stair,YES,FULL,40.708028,-74.012696
BMT,Broadway,Rector St,Stair,NO,NONE,40.706345,-74.014
BMT,Broadway,Rector St,Stair,YES,NONE,40.707495,-74.013273
BMT,Broadway,Rector St,Stair,YES,NONE,40.707659,-74.013166
BMT,Broadway,Rector St,Stair,YES,NONE,40.70795,-74.012963
BMT,Broadway,Rector St,Stair,YES,NONE,40.708083,-74.012863
BMT,Broadway,Rector St,Stair,NO,NONE,40.707225,-74.013454
BMT,Broadway,Times Square-42nd St,Stair,YES,NONE,40.754172,-73.98668
BMT,Broadway,Times Square-42nd St,Stair,YES,NONE,40.754335,-73.987097
BMT,Broadway,Times Square-42nd St,Stair,YES,NONE,40.754301,-73.986623
BMT,Broadway,Times Square-42nd St,Stair,YES,NONE,40.754507,-73.987108
BMT,Broadway,Union Square,Stair,YES,FULL,40.735278,-73.991058
BMT,Broadway,Union Square,Stair,YES,NONE,40.736339,-73.990603
BMT,Broadway,Union Square,Stair,YES,NONE,40.736523,-73.990447
BMT,Broadway,Union Square,Stair,NO,NONE,40.735311,-73.990265
BMT,Broadway,Whitehall St,Stair,NO,FULL,40.701938,-74.012588
BMT,Broadway,Whitehall St,Stair,NO,FULL,40.702108,-74.012642
BMT,Broadway,Whitehall St,Stair,YES,FULL,40.702108,-74.012642
BMT,Broadway,Whitehall St,Stair,YES,NONE,40.704015,-74.013284
BMT,Broadway,Whitehall St,Stair,YES,NONE,40.704114,-74.013
BMT,Broadway,Whitehall St,Stair,YES,NONE,40.704096,-74.013293
BMT,Broadway Jamaica,104th St-102nd St,Stair,YES,FULL,40.695033,-73.843298
BMT,Broadway Jamaica,104th St-102nd St,Stair,YES,FULL,40.695267,-73.843223
BMT,Broadway Jamaica,111th St,Stair,YES,FULL,40.696771,-73.837042
BMT,Broadway Jamaica,111th St,Stair,YES,FULL,40.697055,-73.837156
BMT,Broadway Jamaica,121st St,Stair,YES,FULL,40.700254,-73.829332
BMT,Broadway Jamaica,121st St,Stair,YES,FULL,40.70052,-73.829231
BMT,Broadway Jamaica,121st St,Stair,NO,NONE,40.700808,-73.82739
BMT,Broadway Jamaica,121st St,Stair,NO,NONE,40.700596,-73.827239
BMT,Broadway Jamaica,Alabama Av,Stair,YES,FULL,40.676755,-73.899834
BMT,Broadway Jamaica,Alabama Av,Stair,YES,FULL,40.676803,-73.89951
